Epoch,Loss,PSNR,SSIM
72,0.021271221969454062,37.68494654635379,0.949894650642405
73,0.021271906185540417,37.697072354454555,0.9502179156718027
74,0.021265763677434907,37.67839604872267,0.9495732450157363
75,0.021256431463795404,37.69960065290501,0.9498332844603805
76,0.021254221872160476,37.66379715374102,0.9492420594966192
77,0.02124132018070668,37.71916722597087,0.9502343777338481
78,0.021243430789382685,37.70613467775965,0.9499498120088845
79,0.021228317169117786,37.704131428036874,0.9498595793837615
80,0.021226019313603284,37.72106071037651,0.9500279002378162
81,0.02122322625835382,37.730782021020104,0.9502656448371866
82,0.021215145221157444,37.72624077587308,0.9501095741848979
83,0.021205766176405762,37.73169807199973,0.950159997482704
84,0.021204731404958738,37.682554234406375,0.9495390178695332
85,0.021200291295757605,37.73614112869294,0.950376414186247
86,0.021191144965234256,37.72838284284254,0.9501996796015005
87,0.02118438930871586,37.73053195591712,0.9499973563007461
88,0.02118226800535229,37.73482289010823,0.9502283064715823
89,0.021175221119829942,37.72218785586962,0.9496389269490164
90,0.021169640600592607,37.72432624069677,0.950019061454148
91,0.021125024835401702,37.75718844421879,0.9503342985758961
92,0.02112367970292412,37.74722493721357,0.9500973745306791
93,0.021118862633149892,37.76674494361064,0.9504513504734297
94,0.021115519532135554,37.7570723330502,0.9503390055768032
95,0.021114307770594243,37.73774597286355,0.9498656968931132
96,0.021110096886487944,37.765581923275484,0.9504726129524886
97,0.021106320870153253,37.77062402817196,0.9505608369213824
98,0.021103297166215878,37.7456241386726,0.9499905340717424
99,0.021099597120302772,37.772824407018156,0.9505863309235822
100,0.02109633473280285,37.763751965838814,0.9504533909298177
